Marker	chr	pos	uniqpos	chrom	Genome
A17975_3A_4A_70	4A.1	206.549	4150.565	4A	A
A10092_4A_70	4A.1	207.472	4151.488	4A	A
A10545_4A_100	4A.1	207.994	4152.01	4A	A
A10413_4A_100	4A.1	209.462	4153.478	4A	A
A26242_4A_4D_100	4A.1	211.351	4155.367	4A	A
A25839_4A_4D_70	4A.1	213.246	4157.262	4A	A
A13781_4A_70	4A.1	215.427	4159.443	4A	A
A14187_4A_100	4A.1	216.218	4160.234	4A	A
A2884_4A_100	4A.1	217.277	4161.293	4A	A
A2917_4A_70	4A.1	217.802	4161.818	4A	A
A14386_4A_70	4A.1	219.004	4163.02	4A	A
A14824_4A_100	4A.1	219.93	4163.946	4A	A
A14030_4A_100	4A.1	220.988	4165.004	4A	A
A25258_4A_100	4A.1	221.643	4165.659	4A	A
A24819_4A_70	4A.1	222.432	4166.448	4A	A
A16612_4A_100	4A.1	224.18	4168.196	4A	A
A15895_4A_100	4A.1	225.103	4169.119	4A	A
A12726_4A_70	4A.1	226.573	4170.589	4A	A
A11988_3A_4A_70	4A.1	228.889	4172.905	4A	A
A12349_1A_4A_100	4A.1	229.677	4173.693	4A	A
A16514_4A_100	4A.1	231.008	4175.024	4A	A
A16172_4A_70	4A.1	231.796	4175.812	4A	A
A4132_2A_4A_70	4A.1	233.404	4177.42	4A	A
A7381_4A_70	4A.1	234.463	4178.479	4A	A
A18296_4A_70	4A.1	235.932	4179.948	4A	A
A18647_4A_100	4A.1	237.403	4181.419	4A	A
A500_4A_100	4A.1	240.458	4184.474	4A	A
A28366_4A_70	4A.1	243.359	4187.375	4A	A
A25632_4A_100	4A.1	245.389	4189.405	4A	A
A13744_4A_100	4A.1	246.86	4190.876	4A	A
A18189_4A_100	4A.1	248.891	4192.907	4A	A
A10310_4A_100	4A.1	251.501	4195.517	4A	A
A12372_4A_100	4A.1	253.531	4197.547	4A	A
A10010_4A_100	4A.1	255.278	4199.294	4A	A
A9539_4A_70	4A.1	256.066	4200.082	4A	A
A10417_4A_6A_100	4A.1	257.535	4201.551	4A	A
A28975_4A_70	4A.1	266.8	4210.816	4A	A
A29203_4A_100	4A.1	269.41	4213.426	4A	A
A20218_4A_100	4A.1	279.121	4223.137	4A	A
A12098_unk_100	4A.2	0	4248.137	4A	A
A43_4A_100	4A.2	2.901	4251.038	4A	A
A43_4A_70	4A.2	3.161	4251.298	4A	A
A1294_4A_100	4A.2	3.815	4251.952	4A	A
A1394_4A_70	4A.2	4.337	4252.474	4A	A
A29192_unk_70	4A.2	4.992	4253.129	4A	A
A12618_4A_100	4A.2	6.323	4254.46	4A	A
A12257_4A_70	4A.2	7.245	4255.382	4A	A
A27130_unk_70	4A.2	9.133	4257.27	4A	A
A27441_unk_100	4A.2	10.191	4258.328	4A	A
A7863_4A_100	4A.2	11.94	4260.077	4A	A
A22344_4A_100	4A.2	14.401	4262.538	4A	A
A22167_4A_70	4A.2	14.53	4262.667	4A	A
A28814_4A_70	4A.2	15.861	4263.998	4A	A
A28667_4A_70	4A.2	16.783	4264.92	4A	A
A15431_unk_100	4A.2	18.531	4266.668	4A	A
A896_4A_7D_70	4A.2	20.704	4268.841	4A	A
A27221_4A_70	4A.2	21.897	4270.034	4A	A
A25896_unk_70	4A.2	22.288	4270.425	4A	A
A3297_unk_70	4A.2	22.678	4270.815	4A	A
A27656_unk_70	4A.2	23.6	4271.737	4A	A
A27949_unk_100	4A.2	24.388	4272.525	4A	A
A26299_unk_100	4A.2	25.311	4273.448	4A	A
A17581_4A_100	4A.2	26.504	4274.641	4A	A
A17208_2D_4A_70	4A.2	27.026	4275.163	4A	A
A11445_unk_70	4A.2	28.634	4276.771	4A	A
A3701_unk_70	4A.2	30.95	4279.087	4A	A
A3604_unk_100	4A.2	31.472	4279.609	4A	A
A26106_4A_70	4A.2	33.645	4281.782	4A	A
A26474_unk_100	4A.2	34.704	4282.841	4A	A
A28377_unk_100	4A.2	36.173	4284.31	4A	A
A28086_unk_70	4A.2	36.696	4284.833	4A	A
A3593_4A_100	4A.2	38.444	4286.581	4A	A
A3689_4A_70	4A.2	38.703	4286.84	4A	A
A2348_unk_70	4A.2	40.876	4289.013	4A	A
A20621_4A_100	4A.2	45.163	4293.3	4A	A
A27500_unk_100	4A.2	47.338	4295.475	4A	A
A7152_unk_100	4A.2	48.396	4296.533	4A	A
A24024_4A_100	4A.2	49.453	4297.59	4A	A
A2120_4A_100	4A.2	49.975	4298.112	4A	A
A12201_4A_100	4A.2	51.037	4299.174	4A	A
A11840_4A_70	4A.2	51.559	4299.696	4A	A
A11953_4A_70	4A.2	53.031	4301.168	4A	A
A12311_4A_100	4A.2	53.819	4301.956	4A	A
A1496_unk_100	4A.2	55.149	4303.286	4A	A
A1589_unk_70	4A.2	55.671	4303.808	4A	A
A15701_4A_70	4A.2	56.459	4304.596	4A	A
A23660_4A_70	4A.2	56.981	4305.118	4A	A
A29059_unk_100	4A.2	58.175	4306.312	4A	A
A28841_unk_70	4A.2	58.963	4307.1	4A	A
A15157_unk_70	4A.2	60.03	4308.167	4A	A
A15597_unk_100	4A.2	61.224	4309.361	4A	A
A10480_4A_100	4A.2	62.556	4310.693	4A	A
A15430_4A_100	4A.2	64.308	4312.445	4A	A
A14997_unk_70	4A.2	66.057	4314.194	4A	A
A509_4A_70	4A.2	68.232	4316.369	4A	A
A19350_4A_100	4A.2	70.264	4318.401	4A	A
A26051_4A_100	4A.2	72.152	4320.289	4A	A
A25624_4A_70	4A.2	72.941	4321.078	4A	A
A471_4A_100	4A.2	74.689	4322.826	4A	A
A135_unk_100	4A.2	76.863	4325	4A	A
A3343_4A_100	4A.2	78.751	4326.888	4A	A
A19006_unk_100	4A.2	79.541	4327.678	4A	A
A24947_3D_70	4A.2	81.716	4329.853	4A	A
A25388_unk_100	4A.2	82.641	4330.778	4A	A
A18367_4A_70	4A.2	84.959	4333.096	4A	A
A18718_4A_100	4A.2	85.747	4333.884	4A	A
A1698_unk_100	4A.2	87.358	4335.495	4A	A
A1782_unk_70	4A.2	88.149	4336.286	4A	A
A3433_3D_4A_70	4A.2	89.481	4337.618	4A	A
A8685_unk_70	4A.2	90.811	4338.948	4A	A
A9140_unk_100	4A.2	92.422	4340.559	4A	A
A1137_4A_100	4A.2	93.753	4341.89	4A	A
A16106_4A_100	4A.2	95.083	4343.22	4A	A
A6542_4A_100	4A.2	96.692	4344.829	4A	A
A1921_4A_100	4A.2	98.3	4346.437	4A	A
A10027_4A_100	4A.2	99.358	4347.495	4A	A
A27222_4A_70	4A.2	101.966	4350.103	4A	A
A27526_4A_100	4A.2	102.488	4350.625	4A	A
A17245_4A_7D_100	4A.2	104.806	4352.943	4A	A
A13774_4A_100	4A.2	106	4354.137	4A	A
A28436_4A_70	4A.2	107.747	4355.884	4A	A
A4570_unk_70	4A.2	110.064	4358.201	4A	A
A13414_4A_70	4A.2	112.38	4360.517	4A	A
A23792_4A_70	4A.2	114.41	4362.547	4A	A
A24153_4A_100	4A.2	115.198	4363.335	4A	A
A21561_unk_100	4A.2	117.659	4365.796	4A	A
A17948_4A_70	4A.2	119.689	4367.826	4A	A
A18297_4A_100	4A.2	120.885	4369.022	4A	A
A20849_4A_100	4A.2	122.353	4370.49	4A	A
A20554_4A_70	4A.2	123.008	4371.145	4A	A
A3296_3B_100	4A.2	133.915	4382.052	4A	A
A292_4A_4D_70	4A.3	0	4407.052	4A	A
A21505_4A_100	4A.3	16.638	4423.69	4A	A
A16229_4B_70	4B.1	0	4473.69	4B	B
A16590_4B_100	4B.1	8.98	4482.67	4B	B
A18726_4B_100	4B.1	42.493	4516.183	4B	B
A3874_4B_100	4B.1	61.468	4535.158	4B	B
A26803_4B_100	4B.1	64.677	4538.367	4B	B
A12991_4B_100	4B.1	74.752	4548.442	4B	B
A17356_4B_100	4B.1	77.507	4551.197	4B	B
A6997_4B_100	4B.1	80.558	4554.248	4B	B
A18619_4B_100	4B.1	82.875	4556.565	4B	B
A14281_4B_6B_100	4B.1	86.686	4560.376	4B	B
A18982_4B_70	4B.1	89.003	4562.693	4B	B
A9945_1B_4B_70	4B.1	91.033	4564.723	4B	B
A8526_4B_100	4B.1	93.788	4567.478	4B	B
A8086_4B_70	4B.1	94.443	4568.133	4B	B
A13780_4B_70	4B.1	97.95	4571.64	4B	B
A14186_4B_100	4B.1	99.146	4572.836	4B	B
A1037_4B_100	4B.1	100.203	4573.893	4B	B
A19902_4B_70	4B.1	101.673	4575.363	4B	B
A20198_4B_100	4B.1	102.063	4575.753	4B	B
A4441_4B_70	4B.1	103.532	4577.222	4B	B
A4319_4B_100	4B.1	104.054	4577.744	4B	B
A23276_4B_100	4B.1	105.523	4579.213	4B	B
A26953_4B_100	4B.1	107.553	4581.243	4B	B
A16873_4B_70	4B.1	109.022	4582.712	4B	B
A17238_4B_100	4B.1	109.81	4583.5	4B	B
A9928_4B_70	4B.1	112.417	4586.107	4B	B
A11642_4B_100	4B.1	115.025	4588.715	4B	B
A11268_4B_70	4B.1	115.547	4589.237	4B	B
A26654_4B_70	4B.1	117.435	4591.125	4B	B
A6818_1B_4B_70	4B.1	119.324	4593.014	4B	B
A16553_4B_70	4B.1	122.227	4595.917	4B	B
A16924_4B_100	4B.1	122.881	4596.571	4B	B
A10329_4B_100	4B.1	124.913	4598.603	4B	B
A10001_4B_100	4B.1	127.666	4601.356	4B	B
A26412_4B_70	4B.1	131.017	4604.707	4B	B
A26726_4B_100	4B.1	132.211	4605.901	4B	B
A3507_4B_100	4B.1	134.821	4608.511	4B	B
A13054_4B_100	4B.1	136.994	4610.684	4B	B
A6743_4B_100	4B.1	139.167	4612.857	4B	B
A8187_4B_100	4B.1	141.774	4615.464	4B	B
A7804_4B_70	4B.1	142.967	4616.657	4B	B
A15647_4B_70	4B.1	146.624	4620.314	4B	B
A16003_4B_100	4B.1	148.231	4621.921	4B	B
A9252_4B_70	4B.1	152.354	4626.044	4B	B
A9714_4B_100	4B.1	153.686	4627.376	4B	B
A19044_unk_100	4B.1	156.151	4629.841	4B	B
A18703_4B_70	4B.1	157.76	4631.45	4B	B
A13353_4B_70	4B.1	161.268	4634.958	4B	B
A7375_4B_70	4B.1	163.876	4637.566	4B	B
A7227_4B_70	4B.1	164.934	4638.624	4B	B
A7589_4B_100	4B.1	166.543	4640.233	4B	B
A11694_4B_100	4B.1	167.736	4641.426	4B	B
A11321_4B_70	4B.1	168.794	4642.484	4B	B
A20528_4B_100	4B.1	170.828	4644.518	4B	B
A7172_4B_70	4B.1	174.033	4647.723	4B	B
A15027_4B_70	4B.1	174.423	4648.113	4B	B
A15456_4B_100	4B.1	175.481	4649.171	4B	B
A3680_4B_100	4B.1	176.406	4650.096	4B	B
A4618_4B_100	4B.1	177.876	4651.566	4B	B
A7529_4B_100	4B.1	178.664	4652.354	4B	B
A7154_4B_70	4B.1	180.272	4653.962	4B	B
A7527_4B_100	4B.1	181.882	4655.572	4B	B
A17662_4B_100	4B.1	183.213	4656.903	4B	B
A7541_4B_100	4B.1	184.135	4657.825	4B	B
A10372_4B_100	4B.1	185.466	4659.156	4B	B
A24832_4B_100	4B.1	186.935	4660.625	4B	B
A11347_4B_100	4B.1	188.823	4662.513	4B	B
A19352_4B_100	4B.1	190.573	4664.263	4B	B
A19036_4B_70	4B.1	190.964	4664.654	4B	B
A28964_4B_100	4B.1	191.886	4665.576	4B	B
A28738_4B_70	4B.1	192.145	4665.835	4B	B
A28638_4B_100	4B.1	193.068	4666.758	4B	B
A28362_4B_70	4B.1	193.458	4667.148	4B	B
A28361_unk_70	4B.1	195.067	4668.757	4B	B
A28637_unk_100	4B.1	195.856	4669.546	4B	B
A633_4B_100	4B.1	196.779	4670.469	4B	B
A14394_4B_70	4B.1	197.567	4671.257	4B	B
A15536_4B_100	4B.1	198.089	4671.779	4B	B
A9260_4B_100	4B.1	199.696	4673.386	4B	B
A8801_4B_70	4B.1	200.484	4674.174	4B	B
A3065_4B_70	4B.1	202.375	4676.065	4B	B
A3034_4B_100	4B.1	202.635	4676.325	4B	B
A28858_4B_100	4B.1	203.965	4677.655	4B	B
A28618_4B_70	4B.1	204.487	4678.177	4B	B
A18294_4B_70	4B.1	206.66	4680.35	4B	B
A12091_2B_4B_70	4B.1	209.126	4682.816	4B	B
A12444_4B_100	4B.1	210.187	4683.877	4B	B
A7928_4B_100	4B.1	212.077	4685.767	4B	B
A18761_4B_100	4B.1	213.965	4687.655	4B	B
A12703_4B_100	4B.1	215.714	4689.404	4B	B
A3728_4B_100	4B.1	215.974	4689.664	4B	B
A8704_4B_100	4B.1	217.863	4691.553	4B	B
A15831_4B_70	4B.1	220.472	4694.162	4B	B
A8260_4B_70	4B.1	223.678	4697.368	4B	B
A8714_4B_100	4B.1	225.434	4699.124	4B	B
A341_4B_100	4B.1	226.904	4700.594	4B	B
A360_4B_70	4B.1	227.558	4701.248	4B	B
A7153_4B_70	4B.1	227.95	4701.64	4B	B
A10917_4B_70	4B.1	229.282	4702.972	4B	B
A14075_4B_70	4B.1	231.17	4704.86	4B	B
A12303_4B_100	4B.1	237.8	4711.49	4B	B
A24122_unk_100	4B.1	244.071	4717.761	4B	B
A23758_unk_70	4B.1	248.845	4722.535	4B	B
A18547_4B_70	4B.1	256.576	4730.266	4B	B
A10269_4B_70	4B.1	270.187	4743.877	4B	B
A7436_4B_70	4B.1	278.842	4752.532	4B	B
A12815_unk_70	4B.1	293.992	4767.682	4B	B
A7157_4B_5B_100	4B.1	310.46	4784.15	4B	B
A7797_4B_100	4B.1	320.338	4794.028	4B	B
A12065_unk_100	4B.1	339.015	4812.705	4B	B
A3045_unk_100	4B.1	349.952	4823.642	4B	B
A3415_unk_100	4B.1	352.418	4826.108	4B	B
A3075_unk_70	4B.1	357.04	4830.73	4B	B
A3498_unk_70	4B.1	359.654	4833.344	4B	B
A21562_unk_100	4B.1	367.259	4840.949	4B	B
A1082_4B_100	4B.1	375.613	4849.303	4B	B
A19266_unk_100	4B.1	386.664	4860.354	4B	B
A18970_unk_100	4B.1	400.449	4874.139	4B	B
A18626_unk_70	4B.1	408.299	4881.989	4B	B
A18935_unk_70	4B.1	423.689	4897.379	4B	B
A15199_4B_7B_70	4B.1	435.338	4909.028	4B	B
A1170_4B_70	4B.1	445.259	4918.949	4B	B
A2984_4B_70	4B.1	470.292	4943.982	4B	B
A26531_4B_100	4B.2	19.825	4988.807	4B	B
A13673_4B_100	4B.2	36.038	5005.02	4B	B
A13315_4B_70	4B.2	37.37	5006.352	4B	B
A20463_1B_70	4B.2	54.841	5023.823	4B	B
A26429_4D_100	4D.1	55.663	5024.645	4D	D
A26049_4D_70	4D.1	63.607	5032.589	4D	D
A27347_4D_70	4D.1	116.567	5085.549	4D	D
A12365_5A_100	5A.1	0	5135.549	5A	A
A1614_5A_100	5A.1	11.358	5146.907	5A	A
A1299_5A_100	5A.1	17.811	5153.36	5A	A
A1399_5A_70	5A.1	22.274	5157.823	5A	A
A155_5A_70	5A.1	40.129	5175.678	5A	A
A147_5A_100	5A.1	51.545	5187.094	5A	A
A4426_5A_70	5A.1	71.748	5207.297	5A	A
A4300_5A_100	5A.1	76.043	5211.592	5A	A
A14813_5A_5B_100	5A.1	79.093	5214.642	5A	A
A14211_5A_100	5A.1	82.447	5217.996	5A	A
A19219_5A_100	5A.1	85.803	5221.352	5A	A
A18893_5A_70	5A.1	90.421	5225.97	5A	A
A2623_5A_70	5A.1	101.764	5237.313	5A	A
A17867_5A_70	5A.1	107.528	5243.077	5A	A
A18215_5A_100	5A.1	113.823	5249.372	5A	A
A19457_5A_100	5A.1	120.451	5256	5A	A
A2524_5A_100	5A.1	126.225	5261.774	5A	A
A27575_5A_100	5A.1	134.689	5270.238	5A	A
A27274_5A_70	5A.1	143.022	5278.571	5A	A
A17000_5A_70	5A.1	156.394	5291.943	5A	A
A16608_5A_100	5A.1	175.369	5310.918	5A	A
A16244_5A_70	5A.1	183.881	5319.43	5A	A
A18514_5A_70	5A.1	205.046	5340.595	5A	A
A8550_5A_70	5A.1	223.581	5359.13	5A	A
A9023_5A_100	5A.1	237.33	5372.879	5A	A
A25250_5A_100	5A.1	254.683	5390.232	5A	A
A20020_5A_100	5A.1	269.9	5405.449	5A	A
A2212_5A_100	5A.1	324.139	5459.688	5A	A
A2298_5A_70	5A.1	335.657	5471.206	5A	A
A19408_5A_70	5A.1	343.973	5479.522	5A	A
A13628_5A_100	5A.1	362.216	5497.765	5A	A
A13268_5A_70	5A.1	373.924	5509.473	5A	A
A17674_5A_70	5A.1	397.484	5533.033	5A	A
A25020_5A_70	5A.1	423.678	5559.227	5A	A
A7474_unk_70	5A.1	429.454	5565.003	5A	A
A7836_unk_100	5A.1	437.96	5573.509	5A	A
A26390_5A_100	5A.1	479.064	5614.613	5A	A
A25993_5A_70	5A.1	486.122	5621.671	5A	A
A26754_5A_70	5A.1	496.423	5631.972	5A	A
A27090_5A_100	5A.1	503.416	5638.965	5A	A
A8118_5A_100	5A.1	512.872	5648.421	5A	A
A7729_5A_70	5A.1	518.34	5653.889	5A	A
A6473_5A_70	5A.1	527.442	5662.991	5A	A
A6821_5A_100	5A.1	534.475	5670.024	5A	A
A26670_5A_100	5A.1	543.374	5678.923	5A	A
A3694_5A_70	5A.2	0	5703.923	5A	A
A3599_5A_100	5A.2	4.937	5708.86	5A	A
A778_5A_100	5A.2	10.361	5714.284	5A	A
A840_5A_70	5A.2	15.286	5719.209	5A	A
A27984_5A_100	5A.2	25.974	5729.897	5A	A
A25010_1A_5A_100	5A.2	29.788	5733.711	5A	A
A16077_5A_100	5A.2	35.374	5739.297	5A	A
A15726_5A_70	5A.2	42.357	5746.28	5A	A
A20664_5B_100	5B.1	0	5796.28	5B	B
A3887_5B_100	5B.1	1.888	5798.168	5B	B
A20663_unk_100	5B.1	2.148	5798.428	5B	B
A8114_5B_100	5B.1	3.48	5799.76	5B	B
A19943_5A_5B_100	5B.1	5.089	5801.369	5B	B
A20597_5B_100	5B.1	6.283	5802.563	5B	B
A1168_unk_100	5B.1	7.479	5803.759	5B	B
A18806_5B_100	5B.1	8.673	5804.953	5B	B
A18447_5B_70	5B.1	10.283	5806.563	5B	B
A25368_5A_5B_70	5B.1	11.752	5808.032	5B	B
A19639_unk_70	5B.1	13.36	5809.64	5B	B
A20303_5B_70	5B.1	14.553	5810.833	5B	B
A19641_5A_5B_70	5B.1	15.748	5812.028	5B	B
A13788_5B_70	5B.1	18.071	5814.351	5B	B
A26988_5B_100	5B.1	19.266	5815.546	5B	B
A6485_5B_100	5B.1	20.464	5816.744	5B	B
A19071_5B_100	5B.1	20.986	5817.266	5B	B
A26067_5B_5D_100	5B.1	21.115	5817.395	5B	B
A24876_5B_100	5B.1	21.904	5818.184	5B	B
A25643_5B_5D_70	5B.1	23.512	5819.792	5B	B
A16084_5B_70	5B.1	25.685	5821.965	5B	B
A16431_5B_100	5B.1	26.473	5822.753	5B	B
A8737_5B_6B_70	5B.1	30.753	5827.033	5B	B
A9192_5B_6B_100	5B.1	31.541	5827.821	5B	B
A15300_unk_100	5B.1	32.872	5829.152	5B	B
A10306_5B_100	5B.1	34.341	5830.621	5B	B
A7339_unk_100	5B.1	35.129	5831.409	5B	B
A21909_5B_100	5B.1	35.783	5832.063	5B	B
A7424_5B_100	5B.1	36.841	5833.121	5B	B
A7047_5B_7B_70	5B.1	37.363	5833.643	5B	B
A2120_5B_70	5B.1	39.11	5835.39	5B	B
A2029_5B_100	5B.1	39.634	5835.914	5B	B
A19391_5B_100	5B.1	40.967	5837.247	5B	B
A19076_5B_70	5B.1	41.89	5838.17	5B	B
A24581_unk_70	5B.1	43.083	5839.363	5B	B
A6959_5B_70	5B.1	44.277	5840.557	5B	B
A21101_5B_70	5B.1	49.696	5845.976	5B	B
A21386_5B_100	5B.1	52.012	5848.292	5B	B
A10911_5B_5D_70	5B.1	64.682	5860.962	5B	B
A11275_5B_100	5B.1	66.014	5862.294	5B	B
A2875_5B_100	5B.1	67.209	5863.489	5B	B
A2908_5B_70	5B.1	68.268	5864.548	5B	B
A6592_5B_70	5B.1	71.935	5868.215	5B	B
A6948_5B_100	5B.1	72.998	5869.278	5B	B
A21558_5B_100	5B.1	75.752	5872.032	5B	B
A15003_5B_100	5B.1	81.508	5877.788	5B	B
A12864_5B_100	5B.1	82.976	5879.256	5B	B
A16545_5B_100	5B.1	86.943	5883.223	5B	B
A20529_5B_100	5B.1	89.259	5885.539	5B	B
A17304_5B_100	5B.1	91.577	5887.857	5B	B
A13965_unk_70	5B.1	94.633	5890.913	5B	B
A13964_5B_70	5B.1	96.381	5892.661	5B	B
A17207_5B_70	5B.1	98.13	5894.41	5B	B
A1671_5B_70	5B.1	103.217	5899.497	5B	B
A1574_5B_100	5B.1	106.125	5902.405	5B	B
A1118_5B_100	5B.1	111.06	5907.34	5B	B
A9797_5B_100	5B.1	113.376	5909.656	5B	B
A27970_5B_100	5B.1	114.985	5911.265	5B	B
A11725_unk_100	5B.1	118.037	5914.317	5B	B
A10063_5B_100	5B.1	118.959	5915.239	5B	B
A16415_5B_100	5B.1	121.135	5917.415	5B	B
A16070_5B_70	5B.1	124.188	5920.468	5B	B
A9592_5B_70	5B.1	126.65	5922.93	5B	B
A11358_unk_70	5B.1	128.681	5924.961	5B	B
A27678_5B_70	5B.1	133.937	5930.217	5B	B
A9322_5B_70	5B.1	138.065	5934.345	5B	B
A2526_5D_100	5B.2	0	5959.345	5B	B
A11845_5B_100	5B.2	15.523	5974.868	5B	B
A11469_5B_70	5B.2	18.285	5977.63	5B	B
A2619_5B_70	5B.2	25.661	5985.006	5B	B
A27327_5B_100	5B.2	38.205	5997.55	5B	B
A27001_5B_70	5B.2	44.191	6003.536	5B	B
A8630_5B_70	5B.2	54.492	6013.837	5B	B
A9090_5B_100	5B.2	59.933	6019.278	5B	B
A8115_5B_70	5B.2	76.794	6036.139	5B	B
A8558_5B_100	5B.2	82.082	6041.427	5B	B
A24647_5B_100	5B.2	94.421	6053.766	5B	B
A4460_5B_100	5B.2	104.564	6063.909	5B	B
A4595_5B_70	5B.2	116.521	6075.866	5B	B
A15004_5B_100	5B.3	0	6100.866	5B	B
A25829_5B_100	5B.3	10.892	6111.758	5B	B
A25388_5B_70	5B.3	14.723	6115.589	5B	B
A4587_5B_70	5B.3	23.204	6124.07	5B	B
A22166_5B_70	5B.3	37.547	6138.413	5B	B
A10817_5D_70	5D.1	0	6188.413	5D	D
A3128_5D_100	5D.1	25.153	6213.566	5D	D
A27503_5D_70	5D.1	55.178	6243.591	5D	D
A27809_5D_100	5D.1	59.012	6247.425	5D	D
A112_5D_70	5D.1	86.033	6274.446	5D	D
A111_5D_100	5D.1	92.933	6281.346	5D	D
A15298_5D_100	5D.1	108.584	6296.997	5D	D
A14869_5D_70	5D.1	113.517	6301.93	5D	D
A27467_5D_70	5D.1	130.203	6318.616	5D	D
A24369_5D_100	5D.1	158.447	6346.86	5D	D
A23987_5D_70	5D.1	166.97	6355.383	5D	D
A20637_5D_70	5D.1	174.699	6363.112	5D	D
A15912_3D_5D_70	5D.1	187.221	6375.634	5D	D
A23975_5D_100	5D.1	226.713	6415.126	5D	D
A23614_5D_70	5D.1	239.106	6427.519	5D	D
A18254_5D_70	5D.2	0	6452.519	5D	D
A16333_4A_5D_100	5D.2	19.784	6472.303	5D	D
A17360_5D_100	5D.2	33.302	6485.821	5D	D
A17004_5D_7D_70	5D.2	35.772	6488.291	5D	D
A3630_unk_100	5D.2	57.091	6509.61	5D	D
A3728_unk_70	5D.2	68.877	6521.396	5D	D
A3980_5D_70	5D.2	112.579	6565.098	5D	D
A28729_6A_70	6A.1	0	6615.098	6A	A
A9909_6A_70	6A.1	3.061	6618.159	6A	A
A10350_6A_100	6A.1	3.849	6618.947	6A	A
A20531_6A_100	6A.1	6.457	6621.555	6A	A
A10090_6A_100	6A.1	9.066	6624.164	6A	A
A9628_6A_70	6A.1	10.262	6625.36	6A	A
A7682_6A_70	6A.1	12.725	6627.823	6A	A
A8058_6A_100	6A.1	13.517	6628.615	6A	A
A24143_6A_100	6A.1	15.848	6630.946	6A	A
A23781_6A_6B_70	6A.1	16.638	6631.736	6A	A
A9461_6A_100	6A.1	18.389	6633.487	6A	A
A0_6A_100	6A.1	20.997	6636.095	6A	A
A28226_unk_100	6A.1	23.751	6638.849	6A	A
A16916_1A_6A_100	6A.1	26.504	6641.602	6A	A
A15758_6A_100	6A.1	29.111	6644.209	6A	A
A15306_5D_6A_70	6A.1	29.633	6644.731	6A	A
A3014_6A_70	6A.1	32.097	6647.195	6A	A
A2980_6A_100	6A.1	32.888	6647.986	6A	A
A15176_6A_70	6A.1	35.642	6650.74	6A	A
A39_6A_70	6A.1	37.96	6653.058	6A	A
A815_6D_70	6A.1	39.994	6655.092	6A	A
A758_unk_100	6A.1	42.755	6657.853	6A	A
A38_6A_100	6A.1	44.787	6659.885	6A	A
A20790_6A_100	6A.1	46.117	6661.215	6A	A
A20491_6A_70	6A.1	47.04	6662.138	6A	A
A3897_6A_100	6A.1	49.65	6664.748	6A	A
A3998_5A_6A_70	6A.1	50.98	6666.078	6A	A
A1822_6A_100	6A.1	67.054	6682.152	6A	A
A24170_unk_70	6A.1	84.307	6699.405	6A	A
A24543_unk_100	6A.1	88.942	6704.04	6A	A
A21931_6A_100	6A.1	103.858	6718.956	6A	A
A3533_6A_100	6A.1	111.59	6726.688	6A	A
A3626_6A_70	6A.1	116.203	6731.301	6A	A
A27488_6A_70	6A.1	124.857	6739.955	6A	A
A15612_6A_100	6A.1	130.444	6745.542	6A	A
A13468_6A_100	6A.1	133.35	6748.448	6A	A
A10604_6A_100	6A.1	134.272	6749.37	6A	A
A25558_6A_6D_100	6A.1	135.06	6750.158	6A	A
A25077_6A_70	6A.1	136.811	6751.909	6A	A
A25538_6A_100	6A.1	138.144	6753.242	6A	A
A9763_6A_70	6A.1	140.032	6755.13	6A	A
A10218_6A_100	6A.1	141.09	6756.188	6A	A
A15297_unk_70	6A.1	144.593	6759.691	6A	A
A10623_6A_100	6A.1	155.078	6770.176	6A	A
A10165_6A_6D_70	6A.1	160.366	6775.464	6A	A
A18022_6A_100	6A.1	177.885	6792.983	6A	A
A17642_6A_70	6A.1	180.945	6796.043	6A	A
A12213_6A_100	6A.1	191.009	6806.107	6A	A
A24312_6A_6D_100	6A.1	194.669	6809.767	6A	A
A26539_6A_100	6A.1	202.239	6817.337	6A	A
A26540_unk_100	6A.1	204.129	6819.227	6A	A
A15349_6A_100	6A.1	205.186	6820.284	6A	A
A14916_6A_70	6A.1	206.518	6821.616	6A	A
A6568_6A_70	6A.1	209.125	6824.223	6A	A
A6924_6A_100	6A.1	210.322	6825.42	6A	A
A5665_2A_6A_100	6A.1	212.069	6827.167	6A	A
A27825_6A_70	6A.1	213.96	6829.058	6A	A
A21238_6A_100	6A.1	215.157	6830.255	6A	A
A10692_3A_6A_100	6A.1	215.811	6830.909	6A	A
A10244_3A_6A_70	6A.1	216.466	6831.564	6A	A
A10715_6A_100	6A.1	217.797	6832.895	6A	A
A10265_6A_70	6A.1	218.453	6833.551	6A	A
A24427_6A_100	6A.1	220.2	6835.298	6A	A
A842_6A_70	6A.1	220.59	6835.688	6A	A
A11323_6A_70	6A.1	220.85	6835.948	6A	A
A11696_6A_100	6A.1	221.372	6836.47	6A	A
A97_6A_6D_100	6A.1	221.631	6836.729	6A	A
A780_unk_100	6A.1	222.153	6837.251	6A	A
A7522_6A_100	6A.1	222.807	6837.905	6A	A
A7646_6A_70	6A.1	223.462	6838.56	6A	A
A8020_6A_100	6A.1	223.721	6838.819	6A	A
A781_6A_100	6A.1	224.376	6839.474	6A	A
A10748_6A_70	6A.1	224.766	6839.864	6A	A
A11118_6A_100	6A.1	225.421	6840.519	6A	A
